text,category
"E-News | FSAP offers Mental Health First Aid training - West Virginia University <a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxNTTlQTjRQLUZzZk5QLUoxQXlYUERGOWRQY1ltd3NUZ0hyRlkzNERTMjJkLVFhTXNYNnFLSUdpeGR4LWo1VDVQN1FhcThxcjQwQ0t4Y1BJcDY4OW93a1E4UmZzQmh2Ukw3YnJ0N042NmQzSFoxN1FnaHh3Mm80blZSMGU0RmVicV8yV1RDSWY5NA?oc=5"" target=""_blank"">E-News | FSAP offers Mental Health First Aid training</a>&nbsp;&nbsp;<font color=""#6f6f6f"">West Virginia University</font>",Health
"How the state sent Californians’ personal health data to LinkedIn - CalMatters <a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE1lV2VYTTQxbGhPdzk0X3E1R00zM1YwM2dIUnozRVV2a1ZJWXNsNHBLTlJFaWNuNWF3dkFOaXc5VXhwbng1MXh2RVJHRFFjUmhNay1HOHg0a09RQmd6SXRpbkRWZm9GNUxWRV9nTXBkSU5rWjJvMlNCVGxZMW91Yk0?oc=5"" target=""_blank"">How the state sent Californians’ personal health data to LinkedIn</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CalMatters</font>",Health
"Medical Tourism | Yellow Book - Centers for Disease Control and Prevention | CDC (.gov) <a href=""https://news.google.com/rss/articles/CBMigAFBVV95cUxNRVZ2RHJremdQRHZMaTVfd19VUGNON1ZfbGhFSEd3a09LOXJ2cG14RFBtNFdFTjIzaXlISTRxRkU4Wk9iOXhibGk4NzI2RGZTV09zbWtMOWNpbUVHR3VaYUtqV3RjUU5GanJWdGlZa3NGNThRSjAxcGdTVlBLQ2YwTQ?oc=5"" target=""_blank"">Medical Tourism | Yellow Book</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Centers for Disease Control and Prevention | CDC (.gov)</font>",Health
"Have scientists discovered a new colour called ‘olo’? - Al Jazeera <a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxPSHd6bXBoVUFPcmdVZXV2eVp2V2NaNGUyb3FSTjdBS1NLNjNMNUxZak55TVlsTEhIcnpYeU9pVjdXSEl3emdyU2hGaWh0aWg0cTVEOU5VRWJnSUdoN2RYOGJ2NkpON25CdUNVMnpmbVdlbUYtUVI1TnlRTU44ck42VnZsRzZLRUlxVTdpaE01UmFvSlZVQVHSAZsBQVVfeXFMTnpMd3RRc2h0OGRQczZCRmxTcFkzb2Rnb3F4NmZKMEhMZ3UwYjd2Qk9ZRTVzZWpDVENTNmt5VEh2ZWRScmxBOGJvMXpNWk1XdUo5NzN0TnFrZlhXdXRaSDR3SEhjZUgtdWlQazZKdF9jT1p5YzRGdmdIQmFZX1BPWGtRZFRFdGgzMEFHbU56WGNxaUpaYjBuQXR6VW8?oc=5"" target=""_blank"">Have scientists discovered a new colour called ‘olo’?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Al Jazeera</font>",Science
"Science news this week: A 'skull' on Mars and the discovery of a brand-new color - Live Science <a href=""https://news.google.com/rss/articles/CBMiswFBVV95cUxQcXdlRFdEOHF5YTZGNURKSU9KMFhjOWVqRnpNQWI2NjhqdXVDazBWN0MwSzl0VVlybWpfNk1TeUQxWFBqQzREbWFIUm96VURzSGRUb01jNHg3YmNfMDl1cnFQSHpaQ2c5Z3JOMHdHbk4zYVNzQVo1a0w0cU1iQ0VIUHlPTjJMVjVObTQwVkM4NHhQY09MR3dJaUNDc2JEZUFmcjNkR0ZFeTNEMkx1LUpMV05YUQ?oc=5"" target=""_blank"">Science news this week: A 'skull' on Mars and the discovery of a brand-new color</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Live Science</font>",Science
"Dr K Kasturirangan’s contribution to Space Science and nation building – A legacy - Times of India <a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxOUHFCb3VHT3dyc0FQRUt0blAxQWlES3BVY1k4Y1dWdVZRckR1Yzk3SjNQcHBVT0RKVVlYME1PLS0xajJXNFI2YlhyOTRvbDFKb2sxUGgxMDBJZVREaEJheTNQNWVBaW82el9wWURId2VPMzBpZXJtUWViaW9tWEpSQlp1a0Ewa1RMd051T0NQUTdWTi1DZFdHZHlHYW9EOGN3VTZVSE5OTlJ2cXMxUW1KRDdCYUxoeUllVDVLbE0xczdVRlVKZlU40gHHAUFVX3lxTE5QcUJvdUdPd3JzQVBFS3RuUDFBaURLcFVjWThjV1Z1VlFyRHVjOTdKM1BwcFVPREpVWVgwTU8tLTFqMlc0UjZiWHI5NG9sMUpvazFQaDEwMEllVERoQmF5M1A1ZUFpbzZ6X3BZREh3ZU8zMGllcm1RZWJpb21YSlJCWnVrQTBrVEx3TnVPQ1BRN1ZOLUNkV0dkeUdhb0Q4Y3dVNlVITk5OUnZxczFRbUpEN0JhTGh5SWVUNUtsTTFzN1VGVUpmVTg?oc=5"" target=""_blank"">Dr K Kasturirangan’s contribution to Space Science and nation building – A legacy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font>",Science
"University of Strathclyde offers PG science scholarships to students for September 2025 intake - The Indian Express <a href=""https://news.google.com/rss/articles/CBMi5wFBVV95cUxNZ1lrbGRHT3haZW5rNmN1TTN0N0N4bngteC03d2RDQXZRcjNveXVlZjFNTEdSb1AxeXdpYmNuaG1ydFRQdTFTckdZNFVDT21QTGFXdnM3bm16bjZRUm4zLVFCT0dwcXRzUGdkVFRZcTZ1UmNwc0I1WVlrT1ZqREFBd09IMzFlS0M5emtOMmNiczc0azJZd2doQ1E0RTd0bHl5VXd4Sm9LMU5sVDUxZURiVnNxY0hNTTlZMnJHVTN0VnhyQmFsXy16bTg4bVd0REI4RGF4SXNtakdlNDg5UFBRYmpiMHQtY2_SAecBQVVfeXFMTWdZa2xkR094WmVuazZjdU0zdDdDeG54LXgtN3dkQ0F2UXIzb3l1ZWYxTUxHUm9QMXl3aWJjbmhtcnRUUHUxU3JHWTRVQ09tUExhV3ZzN25tem42UVJuMy1RQk9HcHF0c1BnZFRUWXE2dVJjcHNCNVlZa09WakRBQXdPSDMxZUtDOXprTjJjYnM3NGsyWXdnaENRNEU3dGx5eVV3eEpvSzFObFQ1MWVEYlZzcWNITU05WTJyR1UzdFZ4ckJhbF8tem04OG1XdERCOERheElzbWpHZTQ4OVBQUWJqYjB0LWNv?oc=5"" target=""_blank"">University of Strathclyde offers PG science scholarships to students for September 2025 intake</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Indian Express</font>",Science
"Indian-origin scientist steps down as director of US National Science Foundation - GujaratSamachar English <a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxQNVRGVWh1MUVtQlNtTTlJcnk2UmotVXh3OUVHQWx3SWsxTGdTN3gxRG91bFFlLVBMMWNtczgxSThVYkN2QmI5alBOLWxITFM3YVRERi1HcFdKMThFNFhuVTEyc1hqdDM0RGZCWHh0Y2VZak5vaTBGcExRTFh5ZUFOV3R2MG1yRDBacWZSbGV0Y3A2ZjNyR1VaeU91dldhMW9wVnhpdHJuV2pab3FyMVpZRXc5N1NXazdKbWdmRDZnRjVQWWhKMmJXMTB3?oc=5"" target=""_blank"">Indian-origin scientist steps down as director of US National Science Foundation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GujaratSamachar English</font>",Science
"26 Chennai colleges seek to suspend courses as BCom, science enrolments drop - The New Indian Express <a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxPdkRNTUlmTlU4UnktaEVuay1NRjFLRGpjSUhzZEppQm9ub2JlakR6ZUlsSGFXUldLZ1RNckl0Z2dFWlhBazQ3c1dvT3I2UjczY3JWeWdxQVllVEFjMnBSc2dVa28yYUk1ZVU0bzFUVkZmSE9TdDN3YktfdGlqcFpkd3NSSm5BbHlQMVpiVmkwLTI0QmVCNTN4Y0swMDY5ZW1tZkNUSjVBUEtTVjA0UGxFc3BJSGhUQjdKdkk4ZDZscU52aU1SVU5XWmY3bDVuckNK0gHeAUFVX3lxTFBmTktMR2NnQUY0Z0o4cjZDc0djQmVlcUNNaks0bmhtTjRySExpeHFPcEJSaEZDTDlPUmhPU0xmS3BjbTB2dFFENV9IbjlNT1dwcTVhVWdDYk9yb2VoeGpYVEFNOThGMFJ4SC1Vc1RfODZZLWFaRlY0ZGdYbE0yWUVmRUR0VVpPdVdIcS14Z3czYW1COE0xTWtQY3h2aWZ3ckM1aXRSQWNxbURQZFhWODZfajBTdnV4NGhXcDIyXzYzRWJFS1JVRTlmcmtrWFRhY05ZRjdKWUpwTWFPT3ZWUQ?oc=5"" target=""_blank"">26 Chennai colleges seek to suspend courses as BCom, science enrolments drop</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New Indian Express</font>",Science
"Scientists Uncover World's Most Bitter Tasting Thing Ever - NDTV <a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxPeG80cVR4dGZ4RXJSMUhEcC1CdURoM1I5MUh2SFp2V0Y1X2RWNzJxMURaSWdZOUV6ak56NjFZSy1jTTVJV18yMXFzN2ExT0hRbGFjaENnUV95QWZCQWJ3eHRNX2R4YUx6QVk5VTZsYWpLQXZIci1DZThHU0d6cV9QR3VGcF9WV1hZVUhQOW9Qeko1NnVpM1Fhb9IBoAFBVV95cUxQWnQxT3d1ZDBYLWJNNTYzc1diYmczZW1nU09CdlFkZjNsbmhXMEVZTmc5b0k1VnFNbnJMaG55YVZjaDIwQTBkVDVZRnQ5WHhwNlpfTjVGZzF4dGlpNU1jakVwOHFUSW9QOEhDSFBmNDNCNHZZeUdPd3RjdU1EUk9NR254aHlNczVwTGxqeG53OXVwOTczMDJ5UG9GTVRmS3pC?oc=5"" target=""_blank"">Scientists Uncover World's Most Bitter Tasting Thing Ever</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NDTV</font>",Science
"NASA Reveals First-of-Its-Kind Image of Mars Rover Seen From Space - ScienceAlert <a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxPWDlNSnhBMnhVTkQwY0hSeXZHUUx1V3p2S2xZOVRHbzJHeldkV0FSTHk5Z1pJZGx4M1piWHJCZE1WeDY1UTc0QnN1M1pZWmYzUUVHQTMwdzFjY2RFSVJTMXV4emlhaUIzWmRRY19YYjFjUFVMcGd1MkppZ2FvUzYzaTRpa1F4bmFXQ0g1QjMtMXBnQU5rR1FvRlFjMA?oc=5"" target=""_blank"">NASA Reveals First-of-Its-Kind Image of Mars Rover Seen From Space</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ScienceAlert</font>",Science
"Science Isn’t about Domination. It’s about Democracy - Scientific American <a href=""https://news.google.com/rss/articles/CBMimAFBVV95cUxQUXZFT20yT1hWYjZzLU1ZMWVQc242V2gxX2FMS01VVzBmblV2d1lNZDEzRUdwVy1waUpyQ25wb3BEbUg3YWZaWE90MUQ1bnBwYk9TTUNQdVh1MmNxQm1XRUQtSVQ1V25hSXAweHkwTkJiM09mZTZ3T0hYWkFMX3lkVXItM2pRQTBKeHFaNC1hLXRaWXBoWFI5UQ?oc=5"" target=""_blank"">Science Isn’t about Domination. It’s about Democracy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Scientific American</font>",Science
"Earth Science Showcase – Kids Art Collection - NASA (.gov) <a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTE9ZTXVqd1I3MGNPbk82akF1bFBCQmF2UlJIcHlhS3MteExyWmp1eGpxTVh3TDEzSGFyM0Vlc1FuRC1HWFN5WDNCMUNSMmFNaTBvN0tDS0taZkRRNlZra01PVEJvT1FRZXpxVThNWHhFZ2pXdWc?oc=5"" target=""_blank"">Earth Science Showcase – Kids Art Collection</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NASA (.gov)</font>",Science
"Trump vs. Science - The New York Times <a href=""https://news.google.com/rss/articles/CBMic0FVX3lxTE9zbm1pQ2V4eGU5ZVFqeWwtYUV0NzhSNFhrRldkekcteTJEbzJKQlJwQ3hDMnRXenRMU3pVenBfZUFRTVAtQ1I3ZjVtc3h4OTdQX3cxbnItV2pKVFYtV0JYM3JjSUZXZEYwei1NQWp2YkFSMTg?oc=5"" target=""_blank"">Trump vs. Science</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",Science
"Does artificial superintelligence (ASI) pose a threat to humanity? - Live Science <a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxPdUZRM2xpdUxKakVmc1JYMnlUbTh6ZVd5YTRUem10VmgtUnFfS3ZBYUduVlg4WmJCa3dZM0ZIbG9Fa0wyS2hjUF92SFpGajlYLTFNTVM0N25aaG84b2dscE1EdVFrNElJZDNiRTR1UEZIaVZzeDE3eEJlOEJrOHEtLVJXOS1UWmotVzBxRVY2XzNvZ2htS3R4UEt4WUt0b2ZyaVRvRnF3?oc=5"" target=""_blank"">Does artificial superintelligence (ASI) pose a threat to humanity?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Live Science</font>",Science
"How does soap keep you clean? A chemist explains the science of soap - The Conversation <a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPbXZQaGdTdXdaZGxjLW8xY3pXUWpjdHo3Q2JpQ3B6UW5ILVhmcUNyOE1YSkVlTHNFajViamRVUm9qd29VcFE4RjNwOEtlaTFabmY1UWs0OTlncGR4b0F3X0NOOHFzUVQwX3piZS12TGdGNGMza0hWY2NkZktSSDRXZEZWOE4ya0VfZUtOejZfRUczb240c3ZjaTRqWlp5MmlHcnNkRQ?oc=5"" target=""_blank"">How does soap keep you clean? A chemist explains the science of soap</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Conversation</font>",Science
"Kids Science and Engineering Day ignites curiosity - WSU Insider <a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxOQV8yYW1FVDVJS016UzU4cFdya0cwejBhdGJMWFJ3d1VGTjlqX0Jrdmg3Y2pCaGMyYWRobHRWM193clZ1dWw4bHllVlc0Ri1LLXZfcnltaFFNOWZVRTlIeUdpZTFMNEstRTNtN296QzFTaWxfeHpkN08xZFpfQzY0UnN4MnJCdFVCZVhRTG1TRVdyQQ?oc=5"" target=""_blank"">Kids Science and Engineering Day ignites curiosity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WSU Insider</font>",Science
"New NCERT Class 7 Social Science textbook rolls three books of History, Geography, Social and Political life into one - The Hindu <a href=""https://news.google.com/rss/articles/CBMi_wFBVV95cUxNV1JzNDNSMHk4YlcwTy1TUDM1N29MVVNRNkduMnNwaTdRa0pMMjdNaW5hT0ZGTnZiTGk1VlYyYmhYZXpTUEx6NXFIa0tsMUtaRExvYk13ZFVDMTFYWlZNaTMtaU9YZmVpY1R5ZlNNS3J6OVdIdHFEdUJNWFFnNDhmU2t1LWpKQnhGN2hyS040M0hReW1qbW9qMjRUNHdybVU1LU9NSktNTmtLWmhISzIyblBYeHU2dTlMWldvRlhzQVZUMlAzWnBtWHA0TnNreTNrMG92MXJsQktMNHIybTZsYlNNaU1ZV1VfZUVPUWNsVjV1OUJNR2hib2M2SlVTcm_SAYYCQVVfeXFMTk9xWlZpYkpZMXhnMVZ0bk16bXJJbGhpV2dVSmcydGo0ekJTOHZnSFRVNGtoYkxaVjVrREQzeTV0U0lldEU4RnVHWUZ2eHJIM2FrN3ltRVFmU3FDekMxNU8wWjBuR3d5S2FGYnJnWEN1Y1RWZ2w4RTM5a1VuWk9UMFludG1KTm4ydUd1SDg0R0k5aWhYMy04Q3VvN0pITk5uNVFrMDB3ZlZBdklxZi1GR3VkMWdBVzkzLWRKbkYyU3hPQU0zR29zYUxaQ1Z2cXZLLWVpR0h0SjVwMEViRFpUaEFscVFtWHBPOU1YVXl3NTFWaXdpYWNaem9LUUJHQkk0VHVHOTZpZw?oc=5"" target=""_blank"">New NCERT Class 7 Social Science textbook rolls three books of History, Geography, Social and Political life into one</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hindu</font>",Science
"When AIs do science, it will be strange and incomprehensible - Aeon <a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxNS2IxWGR1RXlaWTluaFBsNUx3ZWRXd0RJb0pzVngtaVRKX080TXU2T2dTOEZFaTZrR3FycmNfQ0s0aDNEME9FZmhZMUItbWdDbE1aUXA4Q0VXV1RUNTVyR1Jtd0ZVU3pCSFgtaEo1WG9yWEp4RzRXNDhXUndkX1RMTXYwTThRVzE4VVE?oc=5"" target=""_blank"">When AIs do science, it will be strange and incomprehensible</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Aeon</font>",Science
"Emergence and interstate spread of highly pathogenic avian influenza A(H5N1) in dairy cattle in the United States - Science | AAAS <a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE1hM0tCY3pjQTVQUmM1ekxkSEw5M2xvd1ZwaHpXXzZSSDhrT1cydlZVMVNLdmlOZVkwN3JTM1V2aWtGV3BHbndPOUp6TlloN3daTTVUUjdUWVhRODRqanVScg?oc=5"" target=""_blank"">Emergence and interstate spread of highly pathogenic avian influenza A(H5N1) in dairy cattle in the United States</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science | AAAS</font>",Science
"When LSG’s Sanjiv Goenka explained ‘science’ of paying Rishabh Pant record-breaking Rs 27 crore price tag in IPL auction - The Indian Express <a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxPMUdiNm1ZR2FheWtwbnVTdVZXc2lQeXJpT013YXZ5S2QzVzNFaWk2QWdVeTdYMnM2T28tS3lUcXVRWXJ3UHFhS0FBZnF4TGctQU1DZVAtREIxUDh5LWl6VzlaanltSG55Tl9SdnNZckFNS0d0UHJIX19odENaLUVlYmxRTU9RZloteW11LUt0Ml9jajRJOC10UmtBUGctMm1JWS1uZnNHQlNQM1BxTnpPdG1DOVfSAbsBQVVfeXFMTVYtSlo5TEdaQ0tqLUQtLThkSWlZNDZRSk1GQVl6OTMtSFRWNThGZENPbGhlaVd4YmQzNzZYclpVcnhJeEV6SGtldlMzaEwwMW5wLXZacXM4Q1VrYkhGT2o3X21EWGZseTZJNEI2WVVlenVGem4zZGxIWU01bWw1T2NLWnZaWFFseWpRbm1yS2NWVzZlMGlJVG5LeGJjUU85M0JkZHR0c3ZFQkZ4S1NQQlUxbkRNNFNzZ1c4VQ?oc=5"" target=""_blank"">When LSG’s Sanjiv Goenka explained ‘science’ of paying Rishabh Pant record-breaking Rs 27 crore price tag in IPL auction</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Indian Express</font>",Science
"NCERT Revamps Class 7 Social Science Books 2025: New Updates & Changes Revealed - Sakshi Education <a href=""https://news.google.com/rss/articles/CBMi3gFBVV95cUxPbzM1TXZGRXduUWliWnNscTBXUi1TQWR1MUg1T2JkX2NKcnBlYld3S2JSZC14NUZTT0dYS3JWYnVUMzZqMVNScUF0OTBnZU8zV1I3WXBQY3J2UEpTTGZWTHdOQjhHMHVBNlRETklrZlNhZVl6U1QwMWR4cHNPUUFjSFdhVm5sMzU4MzlYWTNJQjlmSXRPZThZNFdwbUdYNEQ1QnZTQ0dwRkw5Z0g2M1BCQklMc2FwWXh0WWQxZ09rV2M2YjV1Y2t1T1JHb05XdUxrSHZiQ25aUEF2emRhM1E?oc=5"" target=""_blank"">NCERT Revamps Class 7 Social Science Books 2025: New Updates & Changes Revealed</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sakshi Education</font>",Science
"France creates platform to attract US and other disaffected researchers - Science|Business <a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxNNzc5OHc1UDFEbHRIVGpOZkhFQWVBUjRfRG42VHNvaUNkX1ptcVU2YUtqUnNEcWhqQWZQMUdIYlNfalQ3bER4Q2hwWUtmUVhqdUFpcXJ1V2poVjF0d3VNcHRBTUVySFFfejdUS3FoUEtDaEtOVVNaSnlmMUZsbDFfd19FYTRBN1JLOWsyUzZvQUFqaVh5UXNHVXAtQ3EzY3k2Ql82NnpncUpaX0laWHZEdXpxaHRjdw?oc=5"" target=""_blank"">France creates platform to attract US and other disaffected researchers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science|Business</font>",Science
"Scientists Have Created a Periodic Table for AI - Popular Mechanics <a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE9HT3JKVi1mZkF6Y0pUX3RYbVpEdHRmcVJFemFXYkZwNWF5aUhvN2ZqWVlVSkhxU3JENTNISmozNTJJMlNqSUNmVlZUcGNvSGdBNUIxY2VnZUFZQXY4LXd2VUVKa3dlWFEzLXhJbUtXOTFQcUE0M0dwQg?oc=5"" target=""_blank"">Scientists Have Created a Periodic Table for AI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Popular Mechanics</font>",Science
"No Mughals or Delhi Sultans: NCERT revamps Class 7 Social Science books again - India Today <a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxQZWdvSzRNLUxhT1BzWGVmaG5qeXljc3N3RUtfVjRfc2t1MXFBUENhTFZSOW5fNXM4OF95V0xoVlRYdnBKNG1tSGZoUTZQbWpuZHlsWmh2aXVqZzAyX3FlRmM3VG5LSWlST0JWS3hOdmNiQklqZmtIc0tnQm9lc1JjNTBvLU52dHpfTC1OMzF0ckxaZW1ZVW1ELTBuUEJSbTh3aUZCRmJhNk41aHQ1ZTRaTzhYRU1wVWRkUEdnUWZJaXo0cjBwMGwtZ2VhZTczTjlHczFIbGNoeHhOQjJiVUpwQWxyRdIB6AFBVV95cUxPWXltS3FmMDhmdjRhVno3ZHloOGVTNzczeTNxVVIzQ2FZWnFIUkF0SG8xeDJuTG1FMTdmR1lHM2RZQUdLUHI2VW5hd2FaeVFxQWUwWVZNZmhqSE9BOWswM2VtNzI0UTU3VGZBbE11RnpucURFbEdaQW90eFVDX1BRNHdMVDd6SlU0Zi0zMmtqZTFMNjVMb3BzdEZLaHpBekRadHpYVGZLbU9Lb1ZYUmg1NHpucVFxdG5vYTlRdnFleFFMaWRZYnZtNmpQTUluNV9ZcjM3Sk9IVDZOblF5ell5OEJvNGl5RGFy?oc=5"" target=""_blank"">No Mughals or Delhi Sultans: NCERT revamps Class 7 Social Science books again</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India Today</font>",Science
"Scientists discover 2 new species of crocodile hiding in plain sight - Live Science <a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxOckNFcnFPQWhGamRyVTZlaGxha0R6cDNvelpGZHBMQ1VqZUp2NHZIVjZVcHltaHBRQi1TSG9ZNnRvUUVKRXU3MmVVWTY3b2NndjlsR0lkNDhGTW1DcFdtTGN2ZllKSHF4VFJueWdnbDRmVG5lZWd2V0wzWVJWTmYwb2Y3TV9ENy1GSVRDZE5BZEc2aWhwZV9KUzhDLWVTd01Mc2JaY3hwRmtOclJwaFhOUEl4MlpYWVFCTWx2VEJ2TTh6TTF1?oc=5"" target=""_blank"">Scientists discover 2 new species of crocodile hiding in plain sight</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Live Science</font>",Science
"The Science Quiz: Entities that lie at the edge of physics - The Hindu <a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxNalMtb2t5clh2TDZxMm53Y050RzJfeWVCUl9FcnVqOVlhaWJCel9Ra2IzdmE2NmdiSG13OEl3MG1hWVFoU1NCVlRROVZCUURIRlc4RHd4TlhiWE5OYnN5a25hLVlDYWN6TTZIclhjT1hjVHB3V29fcUhXVkN2Ti1JaTJTcklkTU5Gb05fZ2J1eTVuYnZkSDdNTjhsWDQxYk5ER3Riay1sek1HMGlyMXJrSDNXTlBHYk1UV0xZ?oc=5"" target=""_blank"">The Science Quiz: Entities that lie at the edge of physics</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hindu</font>",Science
"Tumor-derived erythropoietin acts as an immunosuppressive switch in cancer immunity - Science | AAAS <a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTFB4NG1kdTFVY2tLekwtYUNkZVBuamJMazBxTzFKNXBrSUxYR3Bpc2FsLUIwelNzc0ZsVldrTjlucVB2VDRmaVdZLUsyVVh3bTF2ei1yUkFPVF9CYk8xTl94Uw?oc=5"" target=""_blank"">Tumor-derived erythropoietin acts as an immunosuppressive switch in cancer immunity</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science | AAAS</font>",Science
"Scientists Found Fingerprints in Hailstones That May Overturn the Simple Truths of Weather - Popular Mechanics <a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxNdVcxODVUNS1kazFNbXpsdWh1bHlXOWQ5dEpFVlZ2T0tTdEp5VHpUYXRhdFYzc1FGTHB6RHhOM2ZZUjMwTjFpNDJKeEVsVUg2YjZBUTgtblY3Z1RjMEgtaTh0TlFzSVBMNjZXazFscjd5a1lybG9XdXRleVhwM0J0VW1BQTEyT0o1RDZR?oc=5"" target=""_blank"">Scientists Found Fingerprints in Hailstones That May Overturn the Simple Truths of Weather</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Popular Mechanics</font>",Science
"Has the James Webb Space Telescope discovered a 'missing' supermassive black hole? (video) - Live Science <a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxQaHRORWJLMzVtTF9NT3JKTVZ4b1dZckFHWTYyOXRPYjEyZF9rbjNSVlBTNXpLeF9vWDMxSmIydlM0N2ZmX0xtQUl1cUl1Q3NwbThkOW03cG10MzVSZXAzVTVLUVdYbm5fcklUNXFDRjdrN2VycmVjWDliYXFzVWZxM1dmZ1lFV25Ia0t6ZFlwVG5fcTNHd29VeDgwVUtkRTBFZFJpX1I1bFZnOWtzSjdUODlnNGdsYzZGdmJ6QmJSWXhpeWVISEVXX3hDcw?oc=5"" target=""_blank"">Has the James Webb Space Telescope discovered a 'missing' supermassive black hole? (video)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Live Science</font>",Science
"Integrating exposomics into biomedicine - Science | AAAS <a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE9vSF85d0pEZnJLVWUwdU1hZ1cxMlJxZkZZWnVNRDVYdXJnbm9ZbW5xTjJ2OGhEeTcwU1lTSkxPMS12RjJxOWt3LXA4dHlGQWVZeERnR3BNLUlrQ3FrWnVWMA?oc=5"" target=""_blank"">Integrating exposomics into biomedicine</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science | AAAS</font>",Science
"Distinct adipose progenitor cells emerging with age drive active adipogenesis - Science | AAAS <a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE1zMFR1REgzbURvOE95eWUyYWNZWXlFUktxQW1NZjczT0RnYjQ3UnUta2RUTEliYmpheVJfUDBpNDVtaGZMeTNUMVYzejlHeG5xcm94X1ZQMGFseWRqM2Zzaw?oc=5"" target=""_blank"">Distinct adipose progenitor cells emerging with age drive active adipogenesis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Science | AAAS</font>",Science
"34 Supercomputers With 35 Petaflops Capacity Deployed Across India: IT Ministry - Ommcom News <a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxNc2Q3QWJDV0h5NjU3b0Rjb3N0UW9RajA3NHBFZ1JDbWc2LTVOdTNRSGpDQWxqQjFaQzR6LVFaZ2hXLXY2RElXak9OWURoSDRZUEF4TWNvUmE4NWpWb2dJaW16MjhoQ1VtMGxTQVhyNDlKWW1wcEhMbThlTmNDOVp6LVltcWVoZkhOenV3ZnBHdlJNRUlqbWJ4b0ExWjJQWXNFX0lzVTRjU2o3U1E5ZjEtMmxVVUNHdw?oc=5"" target=""_blank"">34 Supercomputers With 35 Petaflops Capacity Deployed Across India: IT Ministry</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ommcom News</font>",Science
